sampleA,sampleB,snp_distance,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
CARE0063#5,CARE0063#8,0,-2.235164045,-1.699406616,-1.697777498,-1.912716072,-2.214486113,-2.546410369,-2.887079222,-3.229872429,-3.573105757,-3.916418397,-4.259743679,-4.60307077,-4.946398094,-5.289725447,-5.633052802,-5.976380158,-6.319707514,-6.663034869,-7.006362225,-7.349689581,-7.693016937
CARE0063#5,CARE0063#11,0,-2.435031256,-1.788656439,-1.706023345,-1.870830822,-2.14734726,-2.469060057,-2.806381166,-3.148263463,-3.491285739,-3.834555803,-4.177873474,-4.521199342,-4.864526488,-5.207853817,-5.551181169,-5.894508525,-6.23783588,-6.581163236,-6.924490592,-7.267817948,-7.611145303
CARE0063#5,CARE0097#2,2,-3.968427766,-3.034622955,-2.617992212,-2.428879385,-2.360735386,-2.366145446,-2.42148565,-2.513441286,-2.633615406,-2.776270578,-2.937276167,-3.113549411,-3.302726084,-3.502952595,-3.712748559,-3.930912771,-4.156457092,-4.388558812,-4.626525652,-4.86976955,-5.117786726
CARE0063#5,hcw#44,4,-6.20842089,-4.920695774,-4.159404595,-3.653989031,-3.303864127,-3.059347526,-2.891839573,-2.783180317,-2.721042355,-2.696644904,-2.70350002,-2.736672447,-2.79231773,-2.867381099,-2.959394027,-3.066332604,-3.186516409,-3.318534671,-3.461191331,-3.61346345,-3.774469249
CARE0063#5,hcw#45,4,-6.20842089,-4.920695774,-4.159404595,-3.653989031,-3.303864127,-3.059347526,-2.891839573,-2.783180317,-2.721042355,-2.696644904,-2.70350002,-2.736672447,-2.79231773,-2.867381099,-2.959394027,-3.066332604,-3.186516409,-3.318534671,-3.461191331,-3.61346345,-3.774469249
CARE0063#5,hcw#46,4,-6.20842089,-4.920695774,-4.159404595,-3.653989031,-3.303864127,-3.059347526,-2.891839573,-2.783180317,-2.721042355,-2.696644904,-2.70350002,-2.736672447,-2.79231773,-2.867381099,-2.959394027,-3.066332604,-3.186516409,-3.318534671,-3.461191331,-3.61346345,-3.774469249
CARE0063#5,hcw#47,4,-6.20842089,-4.920695774,-4.159404595,-3.653989031,-3.303864127,-3.059347526,-2.891839573,-2.783180317,-2.721042355,-2.696644904,-2.70350002,-2.736672447,-2.79231773,-2.867381099,-2.959394027,-3.066332604,-3.186516409,-3.318534671,-3.461191331,-3.61346345,-3.774469249
CARE0063#5,hcw#48,2,-3.968427766,-3.034622955,-2.617992212,-2.428879385,-2.360735386,-2.366145446,-2.42148565,-2.513441286,-2.633615406,-2.776270578,-2.937276167,-3.113549411,-3.302726084,-3.502952595,-3.712748559,-3.930912771,-4.156457092,-4.388558812,-4.626525652,-4.86976955,-5.117786726
CARE0063#5,hcw#49,1,-3.080758219,-2.304977944,-2.064320313,-2.053154679,-2.151723924,-2.306723477,-2.494455094,-2.703945977,-2.929433005,-3.167390161,-3.415405849,-3.671721618,-3.935006239,-4.204225619,-4.478560103,-4.757348938,-5.040051672,-5.326220614,-5.615480748,-5.907514809,-6.202052001
CARE0063#5,hcw#50,3,-5.037917951,-3.928140028,-3.333562093,-2.977736022,-2.76000253,-2.633021177,-2.570826133,-2.55746886,-2.582340997,-2.63798607,-2.718949135,-2.82111443,-2.941298234,-3.076986225,-3.226157567,-3.387163366,-3.558640464,-3.739448891,-3.928625567,-4.125349448,-4.328914862
CARE0063#5,hcw#52,0,-2.235164045,-1.699406616,-1.697777498,-1.912716072,-2.214486113,-2.546410369,-2.887079222,-3.229872429,-3.573105757,-3.916418397,-4.259743679,-4.60307077,-4.946398094,-5.289725447,-5.633052802,-5.976380158,-6.319707514,-6.663034869,-7.006362225,-7.349689581,-7.693016937
CARE0063#5,hcw#55,0,-2.235164045,-1.699406616,-1.697777498,-1.912716072,-2.214486113,-2.546410369,-2.887079222,-3.229872429,-3.573105757,-3.916418397,-4.259743679,-4.60307077,-4.946398094,-5.289725447,-5.633052802,-5.976380158,-6.319707514,-6.663034869,-7.006362225,-7.349689581,-7.693016937
CARE0063#5,hcw#56,5,-7.418267085,-5.967176468,-5.057206706,-4.419610782,-3.951993205,-3.602171307,-3.339362594,-3.143693418,-3.001512954,-2.903007557,-2.840869805,-2.809503711,-2.804524373,-2.822429328,-2.860375034,-2.916020318,-2.987413958,-3.072912205,-3.171117102,-3.280829607,-3.401013411
CARE0063#5,hcw#57,3,-4.998730554,-3.914206233,-3.329839758,-2.97736143,-2.760538849,-2.633768548,-2.571616079,-2.558266418,-2.583139777,-2.63878503,-2.719748117,-2.821913416,-2.942097221,-3.077785212,-3.226956553,-3.387962352,-3.559439451,-3.740247877,-3.929424553,-4.126148435,-4.329713848
CARE0063#5,hcw#58,4,-6.19377858,-4.916264924,-4.158321488,-3.653816834,-3.303902983,-3.059428957,-2.891928616,-2.783270582,-2.721132799,-2.696735371,-2.70359049,-2.736762918,-2.792408201,-2.86747157,-2.959484498,-3.066423075,-3.18660688,-3.318625142,-3.461281802,-3.613553921,-3.77455972
CARE0063#5,hcw#59,5,-7.418267085,-5.967176468,-5.057206706,-4.419610782,-3.951993205,-3.602171307,-3.339362594,-3.143693418,-3.001512954,-2.903007557,-2.840869805,-2.809503711,-2.804524373,-2.822429328,-2.860375034,-2.916020318,-2.987413958,-3.072912205,-3.171117102,-3.280829607,-3.401013411
CARE0063#5,hcw#60,4,-6.19377858,-4.916264924,-4.158321488,-3.653816834,-3.303902983,-3.059428957,-2.891928616,-2.783270582,-2.721132799,-2.696735371,-2.70359049,-2.736762918,-2.792408201,-2.86747157,-2.959484498,-3.066423075,-3.18660688,-3.318625142,-3.461281802,-3.613553921,-3.77455972
CARE0063#5,hcw#61,4,-6.19377858,-4.916264924,-4.158321488,-3.653816834,-3.303902983,-3.059428957,-2.891928616,-2.783270582,-2.721132799,-2.696735371,-2.70359049,-2.736762918,-2.792408201,-2.86747157,-2.959484498,-3.066423075,-3.18660688,-3.318625142,-3.461281802,-3.613553921,-3.77455972
CARE0063#5,hcw#62,5,-7.418267085,-5.967176468,-5.057206706,-4.419610782,-3.951993205,-3.602171307,-3.339362594,-3.143693418,-3.001512954,-2.903007557,-2.840869805,-2.809503711,-2.804524373,-2.822429328,-2.860375034,-2.916020318,-2.987413958,-3.072912205,-3.171117102,-3.280829607,-3.401013411
CARE0063#5,hcw#64,3,-4.971114382,-3.905995985,-3.328106926,-2.97736463,-2.760927766,-2.634230585,-2.572090214,-2.558742331,-2.583615926,-2.639261206,-2.720224297,-2.822389596,-2.942573401,-3.078261392,-3.227432733,-3.388438532,-3.559915631,-3.740724057,-3.929900733,-4.126624615,-4.330190028
CARE0063#5,hcw#65,3,-4.971114382,-3.905995985,-3.328106926,-2.97736463,-2.760927766,-2.634230585,-2.572090214,-2.558742331,-2.583615926,-2.639261206,-2.720224297,-2.822389596,-2.942573401,-3.078261392,-3.227432733,-3.388438532,-3.559915631,-3.740724057,-3.929900733,-4.126624615,-4.330190028
CARE0063#5,CARE0244#1,2,-4.175258202,-3.13526881,-2.654763604,-2.433512643,-2.351906442,-2.352572785,-2.406481343,-2.498059806,-2.618145712,-2.760782314,-2.921784346,-3.098056964,-3.287233535,-3.487460031,-3.697255992,-3.915420205,-4.140964525,-4.373066245,-4.611033085,-4.854276983,-5.102294159
CARE0063#5,CARE0243#1,3,-5.088825898,-3.948965977,-3.340225547,-2.978920063,-2.759419353,-2.631952766,-2.569641916,-2.556260193,-2.581127698,-2.636771976,-2.717734915,-2.819900192,-2.940083994,-3.075771984,-3.224943326,-3.385949125,-3.557426224,-3.73823465,-3.927411326,-4.124135207,-4.327700621
CARE0063#5,CARE0097#3,3,-5.151122747,-3.97747036,-3.350754291,-2.981466017,-2.758988809,-2.63057581,-2.568003593,-2.554558107,-2.579411673,-2.635053189,-2.716015627,-2.818180821,-2.93836461,-3.074052599,-3.22322394,-3.384229739,-3.555706838,-3.736515264,-3.92569194,-4.122415821,-4.325981235
CARE0063#5,hcw#72,0,-3.034632891,-2.115063201,-1.811684498,-1.816741955,-1.99291971,-2.261083034,-2.574268741,-2.906898054,-3.246858346,-3.589239113,-3.932326589,-4.275598658,-4.618914331,-4.962239409,-5.305566352,-5.648893638,-5.992220983,-6.335548337,-6.678875692,-7.022203048,-7.365530404
CARE0063#5,hcw#73,1,-3.559633908,-2.563108025,-2.162700373,-2.051196056,-2.096215829,-2.227079979,-2.405558612,-2.611987512,-2.836585243,-3.074312203,-3.322274092,-3.578578389,-3.841860758,-4.111079729,-4.385414144,-4.664202967,-4.9469057,-5.233074641,-5.522334776,-5.814368837,-6.108906029
CARE0063#5,hcw#74,0,-3.034632891,-2.115063201,-1.811684498,-1.816741955,-1.99291971,-2.261083034,-2.574268741,-2.906898054,-3.246858346,-3.589239113,-3.932326589,-4.275598658,-4.618914331,-4.962239409,-5.305566352,-5.648893638,-5.992220983,-6.335548337,-6.678875692,-7.022203048,-7.365530404
CARE0063#5,hcw#75,0,-3.034632891,-2.115063201,-1.811684498,-1.816741955,-1.99291971,-2.261083034,-2.574268741,-2.906898054,-3.246858346,-3.589239113,-3.932326589,-4.275598658,-4.618914331,-4.962239409,-5.305566352,-5.648893638,-5.992220983,-6.335548337,-6.678875692,-7.022203048,-7.365530404
CARE0063#5,CARE0063#12,2,-4.293981701,-3.200426868,-2.683457443,-2.440795144,-2.348515742,-2.344672818,-2.396951038,-2.488017377,-2.607961302,-2.750562675,-2.911556792,-3.087827784,-3.277004048,-3.47723049,-3.687026442,-3.905190653,-4.130734973,-4.362836694,-4.600803534,-4.844047431,-5.092064607
CARE0063#5,CARE0224#2,3,-5.307317224,-4.058948773,-3.386478271,-2.993143572,-2.759861896,-2.627269151,-2.563286458,-2.549419693,-2.574160386,-2.629774462,-2.71073079,-2.812894728,-2.933078277,-3.068766223,-3.217937557,-3.378943354,-3.550420453,-3.731228879,-3.920405555,-4.117129437,-4.32069485
CARE0063#5,CARE0273#1,0,-3.634234525,-2.500315428,-2.00875052,-1.858635153,-1.917389644,-2.105883056,-2.371484198,-2.679330112,-3.008033076,-3.345921546,-3.687416758,-4.030181675,-4.373350628,-4.716636792,-5.059954201,-5.403279315,-5.746606197,-6.089933458,-6.433260796,-6.776588149,-7.119915504
CARE0063#5,CARE0214#3,4,-6.619429362,-5.137541491,-4.262174099,-3.696394715,-3.31745138,-3.060490925,-2.888104435,-2.777699669,-2.714988352,-2.690416967,-2.69722308,-2.730382622,-2.786024728,-2.86108736,-2.953100126,-3.060038671,-3.180222468,-3.312240729,-3.454897389,-3.607169508,-3.768175307
CARE0063#5,CARE0274#1,3,-5.60903388,-4.241550347,-3.483769704,-3.035909793,-2.7719146,-2.624134023,-2.553533648,-2.537104366,-2.560954002,-2.616286955,-2.697162068,-2.799304352,-2.919482537,-3.055169242,-3.204340306,-3.365346049,-3.536823137,-3.717631561,-3.906808236,-4.103532118,-4.307097531
CARE0063#5,CARE0273#2,1,-4.255161738,-3.013942954,-2.409357307,-2.140486063,-2.075852601,-2.138818313,-2.280288228,-2.468979887,-2.686061585,-2.920946732,-3.167939919,-3.423943567,-3.687140237,-3.956336606,-4.230665471,-4.509453019,-4.792155476,-5.078324361,-5.367584485,-5.659618544,-5.954155736
CARE0063#5,CARE0210#2,2,-4.992916066,-3.647708525,-2.933641984,-2.550366401,-2.36814619,-2.313192429,-2.339714203,-2.419225985,-2.534521568,-2.675431229,-2.835863464,-3.011962774,-3.201090444,-3.40130407,-3.611096857,-3.829260332,-4.054804491,-4.286906178,-4.524873012,-4.768116908,-5.016134084
CARE0063#5,CARE0210#3,2,-5.148002882,-3.756863966,-3.003507022,-2.588639885,-2.382959665,-2.312180051,-2.329124172,-2.40346857,-2.51627834,-2.656116371,-2.816131412,-2.992082816,-3.181162352,-3.381361498,-3.591150233,-3.809312649,-4.034856547,-4.266958174,-4.504924994,-4.748168888,-4.996186063
CARE0063#5,CARE0097#5,2,-5.306812785,-3.871267057,-3.079219871,-2.632412553,-2.402146765,-2.314002768,-2.319843281,-2.387812932,-2.497344647,-2.635668627,-2.795051685,-2.970762877,-3.159758637,-3.359930787,-3.569711434,-3.787871586,-4.013414889,-4.245516369,-4.483483154,-4.72672704,-4.974744213
CARE0063#5,CARE0097#4,2,-5.148002882,-3.756863966,-3.003507022,-2.588639885,-2.382959665,-2.312180051,-2.329124172,-2.40346857,-2.51627834,-2.656116371,-2.816131412,-2.992082816,-3.181162352,-3.381361498,-3.591150233,-3.809312649,-4.034856547,-4.266958174,-4.504924994,-4.748168888,-4.996186063
hcw#35,CARE0063#6,5,-7.414995395,-5.966537976,-5.057100326,-4.419598286,-3.951995416,-3.602175591,-3.339367143,-3.143697998,-3.001517538,-2.903012142,-2.840874389,-2.809508296,-2.804528957,-2.822433913,-2.860379619,-2.916024902,-2.987418542,-3.072916789,-3.171121687,-3.280834191,-3.401017996
hcw#35,hcw#39,5,-7.416061385,-5.966706801,-5.057122756,-4.419599951,-3.951994472,-3.602174352,-3.339365874,-3.143696727,-3.001516266,-2.90301087,-2.840873118,-2.809507024,-2.804527685,-2.822432641,-2.860378347,-2.91602363,-2.987417271,-3.072915517,-3.171120415,-3.280832919,-3.401016724
hcw#35,hcw#42,5,-7.416061385,-5.966706801,-5.057122756,-4.419599951,-3.951994472,-3.602174352,-3.339365874,-3.143696727,-3.001516266,-2.90301087,-2.840873118,-2.809507024,-2.804527685,-2.822432641,-2.860378347,-2.91602363,-2.987417271,-3.072915517,-3.171120415,-3.280832919,-3.401016724
hcw#35,CARE0063#10,5,-7.42278018,-5.96834182,-5.057461148,-4.419654171,-3.951994019,-3.60216451,-3.339354574,-3.143685219,-3.001504732,-2.902999332,-2.840861579,-2.809495486,-2.804516147,-2.822421102,-2.860366809,-2.916012092,-2.987405732,-3.072903979,-3.171108877,-3.280821381,-3.401005186
hcw#35,CARE0063#9,5,-7.42278018,-5.96834182,-5.057461148,-4.419654171,-3.951994019,-3.60216451,-3.339354574,-3.143685219,-3.001504732,-2.902999332,-2.840861579,-2.809495486,-2.804516147,-2.822421102,-2.860366809,-2.916012092,-2.987405732,-3.072903979,-3.171108877,-3.280821381,-3.401005186
hcw#35,hcw#43,5,-7.418267085,-5.967176468,-5.057206706,-4.419610782,-3.951993205,-3.602171307,-3.339362594,-3.143693418,-3.001512954,-2.903007557,-2.840869805,-2.809503711,-2.804524373,-2.822429328,-2.860375034,-2.916020318,-2.987413958,-3.072912205,-3.171117102,-3.280829607,-3.401013411
hcw#35,CARE0063#8,5,-7.42278018,-5.96834182,-5.057461148,-4.419654171,-3.951994019,-3.60216451,-3.339354574,-3.143685219,-3.001504732,-2.902999332,-2.840861579,-2.809495486,-2.804516147,-2.822421102,-2.860366809,-2.916012092,-2.987405732,-3.072903979,-3.171108877,-3.280821381,-3.401005186
hcw#35,CARE0063#11,5,-7.430640519,-5.970722747,-5.058074856,-4.419782645,-3.952006687,-3.602152728,-3.33933816,-3.14366801,-3.001487397,-2.902981979,-2.840844224,-2.80947813,-2.804498791,-2.822403747,-2.860349453,-2.915994736,-2.987388377,-3.072886623,-3.171091521,-3.280804025,-3.40098783
hcw#35,CARE0097#2,5,-7.430640519,-5.970722747,-5.058074856,-4.419782645,-3.952006687,-3.602152728,-3.33933816,-3.14366801,-3.001487397,-2.902981979,-2.840844224,-2.80947813,-2.804498791,-2.822403747,-2.860349453,-2.915994736,-2.987388377,-3.072886623,-3.171091521,-3.280804025,-3.40098783
hcw#35,hcw#48,5,-7.430640519,-5.970722747,-5.058074856,-4.419782645,-3.952006687,-3.602152728,-3.33933816,-3.14366801,-3.001487397,-2.902981979,-2.840844224,-2.80947813,-2.804498791,-2.822403747,-2.860349453,-2.915994736,-2.987388377,-3.072886623,-3.171091521,-3.280804025,-3.40098783
hcw#35,hcw#49,4,-6.230299079,-4.928411468,-4.161640876,-3.654458093,-3.303847955,-3.059215548,-2.891683146,-2.783019258,-2.7208805,-2.696482923,-2.703338021,-2.736510445,-2.792155728,-2.867219097,-2.959232025,-3.066170603,-3.186354407,-3.318372669,-3.46102933,-3.613301449,-3.774307248
hcw#35,hcw#52,5,-7.42278018,-5.96834182,-5.057461148,-4.419654171,-3.951994019,-3.60216451,-3.339354574,-3.143685219,-3.001504732,-2.902999332,-2.840861579,-2.809495486,-2.804516147,-2.822421102,-2.860366809,-2.916012092,-2.987405732,-3.072903979,-3.171108877,-3.280821381,-3.401005186
hcw#35,hcw#55,5,-7.42278018,-5.96834182,-5.057461148,-4.419654171,-3.951994019,-3.60216451,-3.339354574,-3.143685219,-3.001504732,-2.902999332,-2.840861579,-2.809495486,-2.804516147,-2.822421102,-2.860366809,-2.916012092,-2.987405732,-3.072903979,-3.171108877,-3.280821381,-3.401005186
hcw#35,CARE0244#1,5,-7.460312167,-5.981738405,-5.061604749,-4.420735789,-3.952186339,-3.602126635,-3.3392629,-3.143582073,-3.001399334,-2.902893525,-2.840755703,-2.809389598,-2.804410258,-2.822315213,-2.860260919,-2.915906203,-2.987299843,-3.072798089,-3.171002987,-3.280715492,-3.400899296
hcw#35,hcw#72,5,-7.483720719,-5.991773732,-5.065344875,-4.421926506,-3.952478705,-3.602139703,-3.339198324,-3.143497972,-3.001310748,-2.902803991,-2.840665983,-2.809299844,-2.804320498,-2.822225452,-2.860171159,-2.915816442,-2.987210082,-3.072708329,-3.170913226,-3.280625731,-3.400809535
hcw#35,hcw#73,4,-6.346046832,-4.980429149,-4.181629342,-3.660665594,-3.304929297,-3.058625047,-2.890607602,-2.781816903,-2.719647943,-2.695243755,-2.702097513,-2.735269685,-2.790914924,-2.865978285,-2.957991212,-3.064929789,-3.185113594,-3.317131856,-3.459788516,-3.612060635,-3.773066434
hcw#35,hcw#74,5,-7.483720719,-5.991773732,-5.065344875,-4.421926506,-3.952478705,-3.602139703,-3.339198324,-3.143497972,-3.001310748,-2.902803991,-2.840665983,-2.809299844,-2.804320498,-2.822225452,-2.860171159,-2.915816442,-2.987210082,-3.072708329,-3.170913226,-3.280625731,-3.400809535
hcw#35,hcw#75,5,-7.483720719,-5.991773732,-5.065344875,-4.421926506,-3.952478705,-3.602139703,-3.339198324,-3.143497972,-3.001310748,-2.902803991,-2.840665983,-2.809299844,-2.804320498,-2.822225452,-2.860171159,-2.915816442,-2.987210082,-3.072708329,-3.170913226,-3.280625731,-3.400809535
hcw#35,CARE0273#1,5,-7.593999316,-6.047527117,-5.090384742,-4.431778542,-3.955713059,-3.602811541,-3.338979104,-3.142997629,-3.000729191,-2.902200779,-2.840057407,-2.808690027,-2.803710412,-2.821615311,-2.859561006,-2.915206287,-2.986599927,-3.072098174,-3.170303071,-3.280015576,-3.40019938
hcw#35,CARE0097#5,5,-7.838289412,-6.196282279,-5.173145063,-4.473283388,-3.97401458,-3.609376116,-3.340183411,-3.141977455,-2.998863983,-2.900039592,-2.837800005,-2.806403429,-2.801415503,-2.819318173,-2.857263304,-2.912908449,-2.984302058,-3.069800297,-3.168005194,-3.277717698,-3.397901503
hcw#35,CARE0097#4,5,-7.767050339,-6.150490191,-5.146055461,-4.458748794,-3.967102656,-3.606630743,-3.339489615,-3.142197729,-2.999455189,-2.900768877,-2.838576762,-2.807195353,-2.802211953,-2.820115892,-2.858061357,-2.913706586,-2.985100214,-3.070598458,-3.168803356,-3.27851586,-3.398699665
hcw#36,hcw#37,1,-2.799720592,-2.188648279,-2.043671025,-2.077164917,-2.192423038,-2.352506367,-2.541534611,-2.751309666,-2.976851368,-3.214817913,-3.462835059,-3.719151035,-3.982435683,-4.251655066,-4.525989551,-4.804778385,-5.087481119,-5.373650061,-5.662910196,-5.954944257,-6.249481449
hcw#36,hcw#38,1,-2.935041646,-2.240265348,-2.049738814,-2.063826783,-2.172607488,-2.330954784,-2.51959731,-2.729299246,-2.95482885,-3.192793617,-3.440810528,-3.697126475,-3.96041112,-4.229630503,-4.503964987,-4.782753822,-5.065456556,-5.351625498,-5.640885633,-5.932919694,-6.227456886
hcw#36,hcw#53,2,-4.066221625,-3.079816383,-2.633103643,-2.429828321,-2.35620491,-2.35984775,-2.414702721,-2.50654255,-2.62669222,-2.769342761,-2.930347554,-3.106620673,-3.295797327,-3.496023836,-3.705819799,-3.923984012,-4.149528332,-4.381630053,-4.619596893,-4.86284079,-5.110857966
hcw#36,hcw#70,1,-3.901584499,-2.776327699,-2.271221112,-2.082138804,-2.076083793,-2.177635367,-2.341578007,-2.541767134,-2.764024611,-3.000975006,-3.248705996,-3.504948078,-3.76821511,-4.037430594,-4.311764273,-4.590552951,-4.873255657,-5.159424594,-5.448684728,-5.740718789,-6.035255981
hcw#36,hcw#71,2,-4.555377508,-3.357123741,-2.762576324,-2.468839241,-2.347247264,-2.328868347,-2.374906794,-2.463632879,-2.582800238,-2.725170712,-2.886102614,-3.062358269,-3.251531046,-3.451756752,-3.661552559,-3.879716744,-4.105261059,-4.337362779,-4.575329619,-4.818573516,-5.066590692
CARE0187#1,hcw#38,5,-7.414995395,-5.966537976,-5.057100326,-4.419598286,-3.951995416,-3.602175591,-3.339367143,-3.143697998,-3.001517538,-2.903012142,-2.840874389,-2.809508296,-2.804528957,-2.822433913,-2.860379619,-2.916024902,-2.987418542,-3.072916789,-3.171121687,-3.280834191,-3.401017996
CARE0187#1,CARE0118#2,4,-6.185136457,-4.914100217,-4.157892814,-3.653773877,-3.303933144,-3.059471217,-2.891972654,-2.783314856,-2.721177101,-2.696779676,-2.703634795,-2.736807223,-2.792452506,-2.867515875,-2.959528803,-3.066467381,-3.186651185,-3.318669447,-3.461326107,-3.613598226,-3.774604025
CARE0187#1,CARE0118#3,4,-6.20842089,-4.920695774,-4.159404595,-3.653989031,-3.303864127,-3.059347526,-2.891839573,-2.783180317,-2.721042355,-2.696644904,-2.70350002,-2.736672447,-2.79231773,-2.867381099,-2.959394027,-3.066332604,-3.186516409,-3.318534671,-3.461191331,-3.61346345,-3.774469249
CARE0187#1,hcw#49,5,-7.418267085,-5.967176468,-5.057206706,-4.419610782,-3.951993205,-3.602171307,-3.339362594,-3.143693418,-3.001512954,-2.903007557,-2.840869805,-2.809503711,-2.804524373,-2.822429328,-2.860375034,-2.916020318,-2.987413958,-3.072912205,-3.171117102,-3.280829607,-3.401013411
CARE0187#1,hcw#51,4,-6.19377858,-4.916264924,-4.158321488,-3.653816834,-3.303902983,-3.059428957,-2.891928616,-2.783270582,-2.721132799,-2.696735371,-2.70359049,-2.736762918,-2.792408201,-2.86747157,-2.959484498,-3.066423075,-3.18660688,-3.318625142,-3.461281802,-3.613553921,-3.77455972
CARE0187#1,hcw#54,4,-6.185136457,-4.914100217,-4.157892814,-3.653773877,-3.303933144,-3.059471217,-2.891972654,-2.783314856,-2.721177101,-2.696779676,-2.703634795,-2.736807223,-2.792452506,-2.867515875,-2.959528803,-3.066467381,-3.186651185,-3.318669447,-3.461326107,-3.613598226,-3.774604025
CARE0187#1,hcw#56,1,-2.799720592,-2.188648279,-2.043671025,-2.077164917,-2.192423038,-2.352506367,-2.541534611,-2.751309666,-2.976851368,-3.214817913,-3.462835059,-3.719151035,-3.982435683,-4.251655066,-4.525989551,-4.804778385,-5.087481119,-5.373650061,-5.662910196,-5.954944257,-6.249481449
CARE0187#1,hcw#62,3,-4.971114382,-3.905995985,-3.328106926,-2.97736463,-2.760927766,-2.634230585,-2.572090214,-2.558742331,-2.583615926,-2.639261206,-2.720224297,-2.822389596,-2.942573401,-3.078261392,-3.227432733,-3.388438532,-3.559915631,-3.740724057,-3.929900733,-4.126624615,-4.330190028
CARE0187#1,hcw#67,5,-7.442856078,-5.974955516,-5.059331127,-4.420092504,-3.95205518,-3.602137457,-3.33930895,-3.143636038,-3.001454925,-2.902949423,-2.840811655,-2.809445559,-2.804466221,-2.822371176,-2.860316882,-2.915962165,-2.987355806,-3.072854052,-3.17105895,-3.280771455,-3.400955259
CARE0187#1,hcw#68,5,-7.442856078,-5.974955516,-5.059331127,-4.420092504,-3.95205518,-3.602137457,-3.33930895,-3.143636038,-3.001454925,-2.902949423,-2.840811655,-2.809445559,-2.804466221,-2.822371176,-2.860316882,-2.915962165,-2.987355806,-3.072854052,-3.17105895,-3.280771455,-3.400955259
CARE0187#1,hcw#69,2,-4.175258202,-3.13526881,-2.654763604,-2.433512643,-2.351906442,-2.352572785,-2.406481343,-2.498059806,-2.618145712,-2.760782314,-2.921784346,-3.098056964,-3.287233535,-3.487460031,-3.697255992,-3.915420205,-4.140964525,-4.373066245,-4.611033085,-4.854276983,-5.102294159
CARE0187#1,hcw#73,5,-7.442856078,-5.974955516,-5.059331127,-4.420092504,-3.95205518,-3.602137457,-3.33930895,-3.143636038,-3.001454925,-2.902949423,-2.840811655,-2.809445559,-2.804466221,-2.822371176,-2.860316882,-2.915962165,-2.987355806,-3.072854052,-3.17105895,-3.280771455,-3.400955259
CARE0187#1,hcw#76,4,-6.298781388,-4.9575068,-4.172080218,-3.65741167,-3.304224782,-3.058818884,-2.891080737,-2.782367681,-2.720218247,-2.695818544,-2.702673251,-2.735845608,-2.791490881,-2.866554248,-2.958567175,-3.065505753,-3.185689557,-3.31770782,-3.46036448,-3.612636599,-3.773642398
CARE0187#1,CARE0221#2,4,-6.402006299,-5.009656927,-4.194917769,-3.665713229,-3.306286568,-3.058540416,-2.890025703,-2.781081749,-2.718870099,-2.694455059,-2.701306279,-2.734477901,-2.790123028,-2.865186369,-2.957199291,-3.064137868,-3.184321673,-3.316339935,-3.458996595,-3.611268714,-3.772274513
CARE0063#6,CARE0198#1,5,-7.414968468,-5.966535831,-5.057100197,-4.419598299,-3.951995439,-3.602175614,-3.339367166,-3.143698021,-3.001517561,-2.903012165,-2.840874412,-2.809508319,-2.80452898,-2.822433935,-2.860379642,-2.916024925,-2.987418565,-3.072916812,-3.17112171,-3.280834214,-3.401018019
CARE0063#6,CARE0197#1,5,-7.414968468,-5.966535831,-5.057100197,-4.419598299,-3.951995439,-3.602175614,-3.339367166,-3.143698021,-3.001517561,-2.903012165,-2.840874412,-2.809508319,-2.80452898,-2.822433935,-2.860379642,-2.916024925,-2.987418565,-3.072916812,-3.17112171,-3.280834214,-3.401018019
CARE0063#6,hcw#39,2,-3.726693279,-2.954242916,-2.602028511,-2.434260744,-2.372097686,-2.378950768,-2.434595908,-2.526608827,-2.646792631,-2.789449291,-2.95045509,-3.126728361,-3.315905037,-3.516131549,-3.725927512,-3.944091725,-4.169636045,-4.401737766,-4.639704606,-4.882948503,-5.130965679
CARE0063#6,hcw#40,3,-4.945977238,-3.900615653,-3.327382777,-2.977537647,-2.761247178,-2.634570761,-2.572432999,-2.559085411,-2.583959035,-2.639604319,-2.72056741,-2.822732709,-2.942916514,-3.078604505,-3.227775846,-3.388781645,-3.560258744,-3.74106717,-3.930243846,-4.126967728,-4.330533141
CARE0063#6,hcw#41,3,-4.943519993,-3.900354896,-3.327380359,-2.977560011,-2.761271557,-2.634595283,-2.572457531,-2.559109943,-2.583983567,-2.639628851,-2.720591942,-2.822757241,-2.942941045,-3.078629036,-3.227800378,-3.388806177,-3.560283276,-3.741091702,-3.930268378,-4.126992259,-4.330557673
CARE0063#6,CARE0114#3,3,-4.954170378,-3.902012422,-3.32750369,-2.977466364,-2.761151673,-2.634472625,-2.572334612,-2.558987002,-2.583860625,-2.639505908,-2.720468999,-2.822634298,-2.942818103,-3.078506094,-3.227677435,-3.388683234,-3.560160333,-3.740968759,-3.930145435,-4.126869317,-4.33043473
CARE0063#6,hcw#42,0,-1.63556241,-1.531977138,-1.778596437,-2.104758363,-2.445691139,-2.788748995,-3.132051045,-3.475376364,-3.818703576,-4.162030923,-4.505358279,-4.848685634,-5.19201299,-5.535340346,-5.878667702,-6.221995057,-6.565322413,-6.908649769,-7.251977125,-7.595304481,-7.938631836
