sampleA,sampleB,snp_distance,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
CARE0097#6,CARE0063#7,4,-6.707158162,-5.193678736,-4.294851336,-3.713246098,-3.324725111,-3.062597273,-2.88772497,-2.776248573,-2.713120063,-2.688400771,-2.69515875,-2.728303811,-2.783941867,-2.859003439,-2.951015945,-3.057954428,-3.178138213,-3.310156471,-3.452813131,-3.60508525,-3.766091049
CARE0097#6,CARE0063#10,3,-5.60903388,-4.241550347,-3.483769704,-3.035909793,-2.7719146,-2.624134023,-2.553533648,-2.537104366,-2.560954002,-2.616286955,-2.697162068,-2.799304352,-2.919482537,-3.055169242,-3.204340306,-3.365346049,-3.536823137,-3.717631561,-3.906808236,-4.103532118,-4.307097531
CARE0097#6,CARE0063#9,3,-5.60903388,-4.241550347,-3.483769704,-3.035909793,-2.7719146,-2.624134023,-2.553533648,-2.537104366,-2.560954002,-2.616286955,-2.697162068,-2.799304352,-2.919482537,-3.055169242,-3.204340306,-3.365346049,-3.536823137,-3.717631561,-3.906808236,-4.103532118,-4.307097531
CARE0097#6,hcw#43,3,-5.724572978,-4.317359256,-3.528618565,-3.058716281,-2.78061897,-2.624819186,-2.550180289,-2.531944479,-2.555071105,-2.610142824,-2.690931954,-2.793048247,-2.913219165,-3.04890398,-3.198074584,-3.359080222,-3.530557287,-3.711365707,-3.900542381,-4.097266263,-4.300831676
CARE0097#6,CARE0220#1,4,-6.539051465,-5.088123642,-4.234798623,-3.683121357,-3.312197229,-3.059275297,-2.888695336,-2.779013579,-2.716563496,-2.692078094,-2.698910198,-2.732077006,-2.787721003,-2.862784095,-2.954796966,-3.061735533,-3.181919335,-3.313937597,-3.456594257,-3.608866376,-3.769872175
CARE0097#6,CARE0063#8,3,-5.60903388,-4.241550347,-3.483769704,-3.035909793,-2.7719146,-2.624134023,-2.553533648,-2.537104366,-2.560954002,-2.616286955,-2.697162068,-2.799304352,-2.919482537,-3.055169242,-3.204340306,-3.365346049,-3.536823137,-3.717631561,-3.906808236,-4.103532118,-4.307097531
CARE0097#6,CARE0063#11,3,-5.500502422,-4.172962553,-3.445165233,-3.017619193,-2.765849319,-2.624548654,-2.556972016,-2.541792284,-2.566103471,-2.621590351,-2.702512251,-2.804667602,-2.924849165,-3.060536682,-3.209707929,-3.370713711,-3.542190806,-3.722999232,-3.912175908,-4.10889979,-4.312465203
CARE0097#6,CARE0097#2,1,-4.077154355,-2.892442266,-2.336861791,-2.10793421,-2.073284071,-2.156563655,-2.310258889,-2.505430461,-2.725535895,-2.961670592,-3.209125329,-3.465282905,-3.728526361,-3.997735798,-4.27206804,-4.550856401,-4.833559041,-5.119727965,-5.408988096,-5.701022157,-5.995559349
CARE0097#6,hcw#44,5,-7.550303397,-6.024145069,-5.079228014,-4.427101725,-3.954059979,-3.602408011,-3.339037125,-3.143209576,-3.000987925,-2.902472581,-2.840332587,-2.808966019,-2.803986587,-2.821891524,-2.859837227,-2.91548251,-2.986876151,-3.072374397,-3.170579295,-3.280291799,-3.400475604
CARE0097#6,hcw#46,5,-7.550303397,-6.024145069,-5.079228014,-4.427101725,-3.954059979,-3.602408011,-3.339037125,-3.143209576,-3.000987925,-2.902472581,-2.840332587,-2.808966019,-2.803986587,-2.821891524,-2.859837227,-2.91548251,-2.986876151,-3.072374397,-3.170579295,-3.280291799,-3.400475604
CARE0097#6,hcw#47,5,-7.550303397,-6.024145069,-5.079228014,-4.427101725,-3.954059979,-3.602408011,-3.339037125,-3.143209576,-3.000987925,-2.902472581,-2.840332587,-2.808966019,-2.803986587,-2.821891524,-2.859837227,-2.91548251,-2.986876151,-3.072374397,-3.170579295,-3.280291799,-3.400475604
CARE0097#6,hcw#48,3,-5.500502422,-4.172962553,-3.445165233,-3.017619193,-2.765849319,-2.624548654,-2.556972016,-2.541792284,-2.566103471,-2.621590351,-2.702512251,-2.804667602,-2.924849165,-3.060536682,-3.209707929,-3.370713711,-3.542190806,-3.722999232,-3.912175908,-4.10889979,-4.312465203
CARE0097#6,hcw#49,2,-4.695973217,-3.447245561,-2.812852872,-2.49052066,-2.350656693,-2.322030371,-2.363051262,-2.449625304,-2.567976965,-2.710071187,-2.870918582,-3.047150662,-3.236317391,-3.436541661,-3.64633715,-3.864501269,-4.090045572,-4.322147289,-4.560114129,-4.803358026,-5.051375202
CARE0097#6,hcw#50,4,-6.466447995,-5.045503495,-4.212492347,-3.673040401,-3.308596184,-3.058697989,-2.889367578,-2.780147372,-2.717851216,-2.6934126,-2.700257772,-2.733427958,-2.789072767,-2.864136042,-2.956148952,-3.063087527,-3.183271331,-3.315289593,-3.457946253,-3.610218372,-3.771224171
CARE0097#6,hcw#52,3,-5.60903388,-4.241550347,-3.483769704,-3.035909793,-2.7719146,-2.624134023,-2.553533648,-2.537104366,-2.560954002,-2.616286955,-2.697162068,-2.799304352,-2.919482537,-3.055169242,-3.204340306,-3.365346049,-3.536823137,-3.717631561,-3.906808236,-4.103532118,-4.307097531
CARE0097#6,hcw#55,3,-5.60903388,-4.241550347,-3.483769704,-3.035909793,-2.7719146,-2.624134023,-2.553533648,-2.537104366,-2.560954002,-2.616286955,-2.697162068,-2.799304352,-2.919482537,-3.055169242,-3.204340306,-3.365346049,-3.536823137,-3.717631561,-3.906808236,-4.103532118,-4.307097531
CARE0097#6,hcw#57,4,-6.539051465,-5.088123642,-4.234798623,-3.683121357,-3.312197229,-3.059275297,-2.888695336,-2.779013579,-2.716563496,-2.692078094,-2.698910198,-2.732077006,-2.787721003,-2.862784095,-2.954796966,-3.061735533,-3.181919335,-3.313937597,-3.456594257,-3.608866376,-3.769872175
CARE0097#6,hcw#58,5,-7.593999316,-6.047527117,-5.090384742,-4.431778542,-3.955713059,-3.602811541,-3.338979104,-3.142997629,-3.000729191,-2.902200779,-2.840057407,-2.808690027,-2.803710412,-2.821615311,-2.859561006,-2.915206287,-2.986599927,-3.072098174,-3.170303071,-3.280015576,-3.40019938
CARE0097#6,hcw#60,5,-7.593999316,-6.047527117,-5.090384742,-4.431778542,-3.955713059,-3.602811541,-3.338979104,-3.142997629,-3.000729191,-2.902200779,-2.840057407,-2.808690027,-2.803710412,-2.821615311,-2.859561006,-2.915206287,-2.986599927,-3.072098174,-3.170303071,-3.280015576,-3.40019938
CARE0097#6,hcw#61,5,-7.593999316,-6.047527117,-5.090384742,-4.431778542,-3.955713059,-3.602811541,-3.338979104,-3.142997629,-3.000729191,-2.902200779,-2.840057407,-2.808690027,-2.803710412,-2.821615311,-2.859561006,-2.915206287,-2.986599927,-3.072098174,-3.170303071,-3.280015576,-3.40019938
CARE0097#6,hcw#64,4,-6.619429362,-5.137541491,-4.262174099,-3.696394715,-3.31745138,-3.060490925,-2.888104435,-2.777699669,-2.714988352,-2.690416967,-2.69722308,-2.730382622,-2.786024728,-2.86108736,-2.953100126,-3.060038671,-3.180222468,-3.312240729,-3.454897389,-3.607169508,-3.768175307
CARE0097#6,hcw#65,4,-6.619429362,-5.137541491,-4.262174099,-3.696394715,-3.31745138,-3.060490925,-2.888104435,-2.777699669,-2.714988352,-2.690416967,-2.69722308,-2.730382622,-2.786024728,-2.86108736,-2.953100126,-3.060038671,-3.180222468,-3.312240729,-3.454897389,-3.607169508,-3.768175307
CARE0097#6,CARE0244#1,3,-5.307317224,-4.058948773,-3.386478271,-2.993143572,-2.759861896,-2.627269151,-2.563286458,-2.549419693,-2.574160386,-2.629774462,-2.71073079,-2.812894728,-2.933078277,-3.068766223,-3.217937557,-3.378943354,-3.550420453,-3.731228879,-3.920405555,-4.117129437,-4.32069485
CARE0097#6,CARE0243#1,4,-6.402006299,-5.009656927,-4.194917769,-3.665713229,-3.306286568,-3.058540416,-2.890025703,-2.781081749,-2.718870099,-2.694455059,-2.701306279,-2.734477901,-2.790123028,-2.865186369,-2.957199291,-3.064137868,-3.184321673,-3.316339935,-3.458996595,-3.611268714,-3.772274513
CARE0097#6,CARE0097#3,2,-4.42106333,-3.274616241,-2.719394971,-2.452389577,-2.34673695,-2.336598826,-2.386327637,-2.476495624,-2.596160251,-2.73868398,-2.899658572,-3.07592508,-3.265100395,-3.465326651,-3.675122569,-3.893286775,-4.118831094,-4.350932814,-4.588899654,-4.832143551,-5.080160727
CARE0097#6,hcw#72,3,-5.224201072,-4.014084466,-3.365957059,-2.985995585,-2.75900911,-2.628965773,-2.565881432,-2.552293964,-2.577112301,-2.632745903,-2.713706715,-2.815871602,-2.936055336,-3.071743316,-3.220914656,-3.381920455,-3.553397554,-3.73420598,-3.923382656,-4.120106537,-4.323671951
CARE0097#6,hcw#73,2,-4.293981701,-3.200426868,-2.683457443,-2.440795144,-2.348515742,-2.344672818,-2.396951038,-2.488017377,-2.607961302,-2.750562675,-2.911556792,-3.087827784,-3.277004048,-3.47723049,-3.687026442,-3.905190653,-4.130734973,-4.362836694,-4.600803534,-4.844047431,-5.092064607
CARE0097#6,hcw#74,3,-5.224201072,-4.014084466,-3.365957059,-2.985995585,-2.75900911,-2.628965773,-2.565881432,-2.552293964,-2.577112301,-2.632745903,-2.713706715,-2.815871602,-2.936055336,-3.071743316,-3.220914656,-3.381920455,-3.553397554,-3.73420598,-3.923382656,-4.120106537,-4.323671951
CARE0097#6,hcw#75,3,-5.224201072,-4.014084466,-3.365957059,-2.985995585,-2.75900911,-2.628965773,-2.565881432,-2.552293964,-2.577112301,-2.632745903,-2.713706715,-2.815871602,-2.936055336,-3.071743316,-3.220914656,-3.381920455,-3.553397554,-3.73420598,-3.923382656,-4.120106537,-4.323671951
CARE0097#6,CARE0063#12,5,-7.460312167,-5.981738405,-5.061604749,-4.420735789,-3.952186339,-3.602126635,-3.3392629,-3.143582073,-3.001399334,-2.902893525,-2.840755703,-2.809389598,-2.804410258,-2.822315213,-2.860260919,-2.915906203,-2.987299843,-3.072798089,-3.171002987,-3.280715492,-3.400899296
CARE0097#6,CARE0224#2,4,-6.260258838,-4.940395589,-4.165642207,-3.655482926,-3.303926376,-3.059032603,-2.891436436,-2.78275861,-2.72061709,-2.696219013,-2.703074027,-2.736246438,-2.79189172,-2.866955088,-2.958968016,-3.065906594,-3.186090398,-3.31810866,-3.460765321,-3.61303744,-3.774043239
CARE0097#6,CARE0273#1,3,-5.037917951,-3.928140028,-3.333562093,-2.977736022,-2.76000253,-2.633021177,-2.570826133,-2.55746886,-2.582340997,-2.63798607,-2.718949135,-2.82111443,-2.941298234,-3.076986225,-3.226157567,-3.387163366,-3.558640464,-3.739448891,-3.928625567,-4.125349448,-4.328914862
CARE0097#6,CARE0214#3,5,-7.416061385,-5.966706801,-5.057122756,-4.419599951,-3.951994472,-3.602174352,-3.339365874,-3.143696727,-3.001516266,-2.90301087,-2.840873118,-2.809507024,-2.804527685,-2.822432641,-2.860378347,-2.91602363,-2.987417271,-3.072915517,-3.171120415,-3.280832919,-3.401016724
CARE0097#6,CARE0274#1,4,-6.19377858,-4.916264924,-4.158321488,-3.653816834,-3.303902983,-3.059428957,-2.891928616,-2.783270582,-2.721132799,-2.696735371,-2.70359049,-2.736762918,-2.792408201,-2.86747157,-2.959484498,-3.066423075,-3.18660688,-3.318625142,-3.461281802,-3.613553921,-3.77455972
CARE0097#6,CARE0273#2,4,-6.19377858,-4.916264924,-4.158321488,-3.653816834,-3.303902983,-3.059428957,-2.891928616,-2.783270582,-2.721132799,-2.696735371,-2.70359049,-2.736762918,-2.792408201,-2.86747157,-2.959484498,-3.066423075,-3.18660688,-3.318625142,-3.461281802,-3.613553921,-3.77455972
CARE0097#6,CARE0210#2,5,-7.416061385,-5.966706801,-5.057122756,-4.419599951,-3.951994472,-3.602174352,-3.339365874,-3.143696727,-3.001516266,-2.90301087,-2.840873118,-2.809507024,-2.804527685,-2.822432641,-2.860378347,-2.91602363,-2.987417271,-3.072915517,-3.171120415,-3.280832919,-3.401016724
CARE0097#6,CARE0210#3,5,-7.415214495,-5.96656488,-5.057103008,-4.419598337,-3.951995216,-3.602175369,-3.339366919,-3.143697774,-3.001517314,-2.903011918,-2.840874165,-2.809508072,-2.804528733,-2.822433689,-2.860379395,-2.916024678,-2.987418319,-3.072916565,-3.171121463,-3.280833967,-3.401017772
CARE0097#6,CARE0097#5,1,-2.576119533,-2.129591652,-2.050288469,-2.103539173,-2.223453478,-2.384433971,-2.57360861,-2.78340443,-3.008948741,-3.24691558,-3.494932756,-3.751248735,-4.014533383,-4.283752767,-4.558087251,-4.836876086,-5.11957882,-5.405747762,-5.695007896,-5.987041958,-6.281579149
CARE0097#6,CARE0097#4,1,-2.678290279,-2.151513951,-2.044695926,-2.091150259,-2.209788708,-2.370577005,-2.559727422,-2.769520611,-2.995064671,-3.233031489,-3.481048663,-3.737364642,-4.00064929,-4.269868673,-4.544203158,-4.822991992,-5.105694726,-5.391863668,-5.681123803,-5.973157864,-6.267695056
hcw#15,CARE0274#2,4,-6.19377858,-4.916264924,-4.158321488,-3.653816834,-3.303902983,-3.059428957,-2.891928616,-2.783270582,-2.721132799,-2.696735371,-2.70359049,-2.736762918,-2.792408201,-2.86747157,-2.959484498,-3.066423075,-3.18660688,-3.318625142,-3.461281802,-3.613553921,-3.77455972
hcw#15,hcw#26,2,-7.576391013,-5.678002945,-4.456318287,-3.620601896,-3.049430852,-2.674004077,-2.448640518,-2.339839348,-2.321436627,-2.372313972,-2.475326558,-2.616800739,-2.78621448,-2.9758383,-3.180263034,-3.395855992,-3.620235365,-3.851836549,-4.089598981,-4.332763361,-4.580751008
hcw#15,hcw#27,3,-7.976751981,-6.061920142,-4.820738642,-3.961885527,-3.3633152,-2.955630084,-2.692678235,-2.540744121,-2.473838429,-2.4714905,-2.517654501,-2.600056865,-2.709637978,-2.83995474,-2.986554826,-3.146395678,-3.31737224,-3.497976259,-3.687073417,-3.883767769,-4.087322693
hcw#15,CARE0154#1,5,-8.735865105,-6.854787761,-5.632348835,-4.774841448,-4.158184345,-3.711748137,-3.389417633,-3.159082275,-2.997884851,-2.889571493,-2.822678783,-2.78914327,-2.78323059,-2.800755965,-2.838555367,-2.894147071,-2.965522022,-3.051014046,-3.149216962,-3.258928861,-3.379112489
hcw#15,hcw#44,2,-5.468922432,-3.990455689,-3.16042867,-2.681560033,-2.425847262,-2.319000778,-2.312286283,-2.372633263,-2.477998428,-2.614270832,-2.772739819,-2.948080078,-3.13693776,-3.337062437,-3.546827919,-3.764983544,-3.990525579,-4.222626723,-4.460593426,-4.703837291,-4.95185446
hcw#15,hcw#49,5,-7.838289412,-6.196282279,-5.173145063,-4.473283388,-3.97401458,-3.609376116,-3.340183411,-3.141977455,-2.998863983,-2.900039592,-2.837800005,-2.806403429,-2.801415503,-2.819318173,-2.857263304,-2.912908449,-2.984302058,-3.069800297,-3.168005194,-3.277717698,-3.397901503
hcw#15,hcw#73,4,-6.619429362,-5.137541491,-4.262174099,-3.696394715,-3.31745138,-3.060490925,-2.888104435,-2.777699669,-2.714988352,-2.690416967,-2.69722308,-2.730382622,-2.786024728,-2.86108736,-2.953100126,-3.060038671,-3.180222468,-3.312240729,-3.454897389,-3.607169508,-3.768175307
hcw#16,hcw#17,4,-6.179151614,-4.913029896,-4.157744439,-3.653773914,-3.303954088,-3.059494779,-2.891996511,-2.783338743,-2.721200991,-2.696803566,-2.703658686,-2.736831113,-2.792476396,-2.867539766,-2.959552693,-3.066491271,-3.186675075,-3.318693337,-3.461349998,-3.613622117,-3.774627916
hcw#16,CARE0317#1,3,-4.971114382,-3.905995985,-3.328106926,-2.97736463,-2.760927766,-2.634230585,-2.572090214,-2.558742331,-2.583615926,-2.639261206,-2.720224297,-2.822389596,-2.942573401,-3.078261392,-3.227432733,-3.388438532,-3.559915631,-3.740724057,-3.929900733,-4.126624615,-4.330190028
hcw#16,hcw#18,4,-6.179151614,-4.913029896,-4.157744439,-3.653773914,-3.303954088,-3.059494779,-2.891996511,-2.783338743,-2.721200991,-2.696803566,-2.703658686,-2.736831113,-2.792476396,-2.867539766,-2.959552693,-3.066491271,-3.186675075,-3.318693337,-3.461349998,-3.613622117,-3.774627916
hcw#16,hcw#19,3,-4.945977238,-3.900615653,-3.327382777,-2.977537647,-2.761247178,-2.634570761,-2.572432999,-2.559085411,-2.583959035,-2.639604319,-2.72056741,-2.822732709,-2.942916514,-3.078604505,-3.227775846,-3.388781645,-3.560258744,-3.74106717,-3.930243846,-4.126967728,-4.330533141
hcw#16,CARE0274#3,5,-7.414995395,-5.966537976,-5.057100326,-4.419598286,-3.951995416,-3.602175591,-3.339367143,-3.143697998,-3.001517538,-2.903012142,-2.840874389,-2.809508296,-2.804528957,-2.822433913,-2.860379619,-2.916024902,-2.987418542,-3.072916789,-3.171121687,-3.280834191,-3.401017996
hcw#16,CARE0063#1,3,-9.024206348,-6.952853776,-5.561452788,-4.560086373,-3.828326422,-3.298540513,-2.926351889,-2.679608678,-2.533387612,-2.467501241,-2.465223409,-2.512657561,-2.598427517,-2.71348128,-2.850875983,-3.005488559,-3.173663664,-3.352848069,-3.541263071,-3.737645743,-3.941064904
hcw#16,hcw#23,4,-8.640756296,-6.680088715,-5.391039611,-4.481997378,-3.830669188,-3.367513107,-3.046410178,-2.833925267,-2.704631851,-2.638873165,-2.62156117,-2.641368906,-2.690025598,-2.76163243,-2.852026403,-2.958245628,-3.078125584,-3.210021578,-3.352631268,-3.504886127,-3.665885848
hcw#16,CARE0063#2,4,-8.335210306,-6.427766052,-5.188555433,-4.325271072,-3.714900223,-3.287244439,-2.995713338,-2.806715664,-2.69507483,-2.64179052,-2.632728722,-2.657630805,-2.709223492,-2.782411856,-2.87360415,-2.980202204,-3.100251725,-3.232219549,-3.374858123,-3.527124039,-3.688127799
hcw#16,CARE0040#1,3,-9.556148363,-7.415116144,-5.956106236,-4.889646589,-4.095836415,-3.507650484,-3.081382003,-2.78557286,-2.595950963,-2.492844838,-2.459803753,-2.482876053,-2.550261128,-2.65215174,-2.780632675,-2.929545402,-3.094279573,-3.271501011,-3.458855932,-3.654695444,-3.857849917
hcw#16,hcw#26,5,-9.11682478,-7.159359376,-5.867641869,-4.949131129,-4.280714171,-3.792307821,-3.437720057,-3.1840577,-3.007078149,-2.888809818,-2.816069374,-2.779332051,-2.771781457,-2.788521466,-2.825966635,-2.881407511,-2.952721634,-3.038190351,-3.136384759,-3.246093692,-3.36627633
hcw#16,hcw#28,5,-8.735865105,-6.854787761,-5.632348835,-4.774841448,-4.158184345,-3.711748137,-3.389417633,-3.159082275,-2.997884851,-2.889571493,-2.822678783,-2.78914327,-2.78323059,-2.800755965,-2.838555367,-2.894147071,-2.965522022,-3.051014046,-3.149216962,-3.258928861,-3.379112489
hcw#16,hcw#29,5,-8.85913172,-6.952243517,-5.706602374,-4.828906652,-4.195387301,-3.735550219,-3.403173138,-3.165785077,-2.999976365,-2.888862782,-2.82039128,-2.786027918,-2.779710303,-2.797050229,-2.834769807,-2.890329096,-2.961691588,-3.047179064,-3.1453804,-3.255091776,-3.375275237
hcw#16,CARE0141#1,5,-8.85913172,-6.952243517,-5.706602374,-4.828906652,-4.195387301,-3.735550219,-3.403173138,-3.165785077,-2.999976365,-2.888862782,-2.82039128,-2.786027918,-2.779710303,-2.797050229,-2.834769807,-2.890329096,-2.961691588,-3.047179064,-3.1453804,-3.255091776,-3.375275237
hcw#16,CARE0063#3,3,-7.639824844,-5.782371239,-4.595511165,-3.787235251,-3.234741289,-2.86787119,-2.639816948,-2.516452102,-2.471757093,-2.485683461,-2.5430183,-2.632575412,-2.746425468,-2.87911619,-3.026949255,-3.187390025,-3.358640995,-3.539363427,-3.728508955,-3.925222066,-4.128783918
hcw#16,CARE0114#1,5,-8.85913172,-6.952243517,-5.706602374,-4.828906652,-4.195387301,-3.735550219,-3.403173138,-3.165785077,-2.999976365,-2.888862782,-2.82039128,-2.786027918,-2.779710303,-2.797050229,-2.834769807,-2.890329096,-2.961691588,-3.047179064,-3.1453804,-3.255091776,-3.375275237
hcw#16,CARE0154#1,3,-7.474235353,-5.646560016,-4.487693667,-3.705228612,-3.175936866,-2.829255103,-2.618063108,-2.508099137,-2.473450705,-2.494429775,-2.556375903,-2.64873324,-2.764162087,-2.897680659,-3.045918658,-3.206544877,-3.377875672,-3.558630519,-3.747788505,-3.944506164,-4.148069596
hcw#16,CARE0063#4,3,-7.310780009,-5.513643063,-4.383327503,-3.626986515,-3.120934612,-2.794193918,-2.599359103,-2.502103389,-2.476725699,-2.504010493,-2.569937178,-2.664622222,-2.781312776,-2.915466838,-3.064003328,-3.224760817,-3.396145881,-3.576921897,-3.766087702,-3.962808104,-4.166372451
hcw#16,CARE0162#1,3,-7.310780009,-5.513643063,-4.383327503,-3.626986515,-3.120934612,-2.794193918,-2.599359103,-2.502103389,-2.476725699,-2.504010493,-2.569937178,-2.664622222,-2.781312776,-2.915466838,-3.064003328,-3.224760817,-3.396145881,-3.576921897,-3.766087702,-3.962808104,-4.166372451
hcw#16,CARE0114#2,5,-8.501635036,-6.673082073,-5.49709282,-4.679131044,-4.094589409,-3.672799954,-3.368191919,-3.149717144,-2.995877191,-2.891788799,-2.827144488,-2.794720988,-2.789321377,-2.807068503,-2.844958046,-2.900584342,-2.971971869,-3.057468236,-3.155672582,-3.265384931,-3.385568693
hcw#16,hcw#34,5,-8.391163828,-6.589239679,-5.436349628,-4.637555314,-4.068074068,-3.65737966,-3.360371794,-3.146710046,-2.995680447,-2.893105528,-2.829214853,-2.7971397,-2.791890218,-2.809697939,-2.847610486,-2.903245025,-2.974635351,-3.060132621,-3.158337243,-3.268049674,-3.388233459
hcw#16,CARE0178#1,3,-6.991032984,-5.257350066,-4.185782263,-3.482470402,-3.022727532,-2.734758841,-2.570742704,-2.496520532,-2.487194739,-2.524847419,-2.596961371,-2.695057148,-2.81348803,-2.948466962,-3.097368159,-3.258276724,-3.429720663,-3.610518346,-3.799691707,-3.996414612,-4.19997975
hcw#16,CARE0063#5,3,-6.991032984,-5.257350066,-4.185782263,-3.482470402,-3.022727532,-2.734758841,-2.570742704,-2.496520532,-2.487194739,-2.524847419,-2.596961371,-2.695057148,-2.81348803,-2.948466962,-3.097368159,-3.258276724,-3.429720663,-3.610518346,-3.799691707,-3.996414612,-4.19997975
hcw#16,CARE0063#6,3,-6.835174232,-5.134450496,-4.093049231,-3.416533952,-2.979684431,-2.710334268,-2.560578477,-2.496540906,-2.493944479,-2.535691047,-2.610094784,-2.709369729,-2.828361625,-2.963588263,-3.112591447,-3.273539347,-3.444997559,-3.625800132,-3.814975081,-4.011698475,-4.215263758
hcw#16,hcw#39,3,-6.532753302,-4.900493654,-3.920858419,-3.298116235,-2.905972841,-2.671713572,-2.54767243,-2.501060792,-2.509313999,-2.557249218,-2.634888804,-2.735719556,-2.855402496,-2.990914155,-3.140027057,-3.301014563,-3.472486236,-3.653293134,-3.8424694,-4.039193176,-4.242758564
hcw#16,hcw#40,5,-8.089495577,-6.368141105,-5.28285053,-4.537765637,-4.008259387,-3.625175512,-3.345746647,-3.142367437,-2.996863472,-2.897023529,-2.834384912,-2.802842486,-2.797804708,-2.81569137,-2.853631651,-2.909275406,-2.980668636,-3.066166778,-3.16437165,-3.274084148,-3.394267952
hcw#16,hcw#41,5,-8.184819194,-6.436579729,-5.329159135,-4.5669304,-4.02506742,-3.63377518,-3.349351691,-3.143194941,-2.996277577,-2.895777051,-2.832853444,-2.801196912,-2.796116512,-2.813988251,-2.851923614,-2.907565837,-2.978958616,-3.06445663,-3.162661468,-3.272373958,-3.392557759
hcw#16,CARE0114#3,4,-7.122890257,-5.481603812,-4.480162246,-3.821873624,-3.380673158,-3.08557571,-2.89198882,-2.770877337,-2.703233785,-2.676578007,-2.682570969,-2.715435898,-2.770978325,-2.846009308,-2.938012605,-3.044948469,-3.165131547,-3.297149624,-3.43980624,-3.592078348,-3.753084145
hcw#16,hcw#42,3,-6.532753302,-4.900493654,-3.920858419,-3.298116235,-2.905972841,-2.671713572,-2.54767243,-2.501060792,-2.509313999,-2.557249218,-2.634888804,-2.735719556,-2.855402496,-2.990914155,-3.140027057,-3.301014563,-3.472486236,-3.653293134,-3.8424694,-4.039193176,-4.242758564
hcw#16,CARE0210#1,5,-8.089495577,-6.368141105,-5.28285053,-4.537765637,-4.008259387,-3.625175512,-3.345746647,-3.142367437,-2.996863472,-2.897023529,-2.834384912,-2.802842486,-2.797804708,-2.81569137,-2.853631651,-2.909275406,-2.980668636,-3.066166778,-3.16437165,-3.274084148,-3.394267952
hcw#16,CARE0063#7,4,-7.240946499,-5.568164083,-4.539956792,-3.860131325,-3.402728504,-3.096365806,-2.895603488,-2.770325303,-2.700477486,-2.672756556,-2.678277129,-2.710948691,-2.766417643,-2.841422572,-2.933417207,-3.040350359,-3.160532635,-3.292550487,-3.435207042,-3.587479136,-3.748484929
hcw#16,CARE0063#10,3,-6.244762948,-4.684391839,-3.768055682,-3.198584689,-2.848756572,-2.645819827,-2.543141612,-2.509846196,-2.525655652,-2.577494903,-2.65697718,-2.758606616,-2.878609317,-3.014239913,-3.163394133,-3.324395109,-3.49587092,-3.67667902,-3.865855617,-4.062579481,-4.26614489
hcw#16,CARE0063#9,3,-6.244762948,-4.684391839,-3.768055682,-3.198584689,-2.848756572,-2.645819827,-2.543141612,-2.509846196,-2.525655652,-2.577494903,-2.65697718,-2.758606616,-2.878609317,-3.014239913,-3.163394133,-3.324395109,-3.49587092,-3.67667902,-3.865855617,-4.062579481,-4.26614489
hcw#16,hcw#43,3,-6.386784737,-4.790043985,-3.84190472,-3.245928262,-2.875321713,-2.657264798,-2.544488907,-2.505052697,-2.517472606,-2.56761209,-2.646316828,-2.747619969,-2.867496276,-3.00308141,-3.152220366,-3.313216534,-3.484690919,-3.665498619,-3.85467511,-4.051398947,-4.25496435
hcw#16,CARE0220#1,4,-7.010084241,-5.400600904,-4.425664803,-3.788154613,-3.362074317,-3.077074545,-2.88962845,-2.771906513,-2.705962728,-2.680084489,-2.686403745,-2.71939507,-2.774982958,-2.850029206,-2.94203731,-3.0489746,-3.169158078,-3.301176262,-3.443832904,-3.596105019,-3.757110817
hcw#16,CARE0063#8,3,-6.244762948,-4.684391839,-3.768055682,-3.198584689,-2.848756572,-2.645819827,-2.543141612,-2.509846196,-2.525655652,-2.577494903,-2.65697718,-2.758606616,-2.878609317,-3.014239913,-3.163394133,-3.324395109,-3.49587092,-3.67667902,-3.865855617,-4.062579481,-4.26614489
hcw#16,CARE0063#11,3,-6.107075324,-4.583901125,-3.69956738,-3.156172536,-2.8261825,-2.637146449,-2.543342749,-2.515176522,-2.533665889,-2.586774361,-2.66680444,-2.768650745,-2.888732715,-3.024390224,-3.173552977,-3.334556491,-3.506033014,-3.686841303,-3.876017947,-4.072741822,-4.276307234
hcw#16,CARE0097#2,3,-6.107075324,-4.583901125,-3.69956738,-3.156172536,-2.8261825,-2.637146449,-2.543342749,-2.515176522,-2.533665889,-2.586774361,-2.66680444,-2.768650745,-2.888732715,-3.024390224,-3.173552977,-3.334556491,-3.506033014,-3.686841303,-3.876017947,-4.072741822,-4.276307234
hcw#16,hcw#44,5,-7.838289412,-6.196282279,-5.173145063,-4.473283388,-3.97401458,-3.609376116,-3.340183411,-3.141977455,-2.998863983,-2.900039592,-2.837800005,-2.806403429,-2.801415503,-2.819318173,-2.857263304,-2.912908449,-2.984302058,-3.069800297,-3.168005194,-3.277717698,-3.397901503
hcw#16,hcw#45,5,-7.838289412,-6.196282279,-5.173145063,-4.473283388,-3.97401458,-3.609376116,-3.340183411,-3.141977455,-2.998863983,-2.900039592,-2.837800005,-2.806403429,-2.801415503,-2.819318173,-2.857263304,-2.912908449,-2.984302058,-3.069800297,-3.168005194,-3.277717698,-3.397901503
